shipping_id,order_id,delivery_status
3846,6274,Delivered
3847,965,Delivered
3848,7567,Delivered
3849,3623,Delivered
3850,13366,Delivered
3851,9396,Delivered
3852,17883,Delivered
3853,18160,Delivered
3854,16277,Delivered
3855,17249,Delivered
3856,5786,Delivered
3857,808,Delivered
3858,8387,Delivered
3859,16290,Delivered
3860,953,Delivered
3861,14013,Delivered
3862,16686,Delivered
3863,19634,Delivered
3864,17013,Delivered
3865,17199,Delivered
3866,19700,Delivered
3867,5364,Delivered
3868,16024,Delivered
3869,4311,Delivered
3870,18271,Delivered
3871,18905,Delivered
3872,13655,Delivered
3873,10827,Delivered
3874,8994,Delivered
3875,10795,Delivered
3876,18972,Delivered
3877,4977,Delivered
3878,19107,Delivered
3879,11074,Delivered
3880,2937,Delivered
3881,3914,Delivered
3882,13705,Delivered
3883,657,Delivered
3884,16894,Delivered
3885,7688,Delivered
3886,1680,Delivered
3887,1901,Delivered
3888,5729,Delivered
3889,3765,Delivered
3890,12684,Delivered
3891,72,Delivered
3892,5131,Delivered
3893,16790,Delivered
3894,8498,Delivered
3895,21526,Delivered
3896,20970,Delivered
3897,21405,Delivered
3898,21432,Delivered
3899,21441,Delivered
3900,3014,Delivered
3901,3129,Delivered
3902,8374,Delivered
3903,5070,Delivered
3904,8032,Delivered
3905,11256,Delivered
3906,9221,Delivered
3907,19507,Delivered
3908,10255,Delivered
3909,14328,Delivered
3910,9381,Delivered
3911,18502,Delivered
3912,6983,Delivered
3913,7801,Delivered
3914,15360,Delivered
3915,20300,Delivered
3916,19494,Delivered
3917,15835,Delivered
3918,4995,Delivered
3919,6898,Delivered
3920,862,Delivered
3921,12545,Delivered
3922,11226,Delivered
3923,20245,Delivered
3924,8560,Delivered
3925,14842,Delivered
3926,14592,Delivered
3927,3110,Delivered
3928,11361,Delivered
3929,15237,Delivered
3930,8951,Delivered
3931,17127,Delivered
3932,13481,Delivered
3933,14187,Delivered
3934,12530,Delivered
3935,18514,Delivered
3936,1599,Delivered
3937,18697,Delivered
3938,6610,Delivered
3939,18202,Delivered
3940,3219,Delivered
3941,14988,Delivered
3942,19422,Delivered
3943,17791,Delivered
3944,17684,Delivered
3945,18050,Delivered
3946,18233,Delivered
3947,17367,Delivered
3948,11695,Delivered
3949,14579,Delivered
3950,8959,Delivered
3951,1162,Delivered
3952,13413,Delivered
3953,8296,Delivered
3954,20647,Delivered
3955,12121,Delivered
3956,13459,Delivered
3957,1119,Delivered
3958,6301,Delivered
3959,6029,Delivered
3960,1883,Delivered
3961,9185,Delivered
3962,14131,Delivered
3963,11396,Delivered
3964,8846,Delivered
3965,17268,Delivered
3966,18133,Delivered
3967,8117,Delivered
3968,16750,Delivered
3969,2034,Delivered
3970,6369,Delivered
3971,9086,Delivered
3972,18441,Delivered
3973,9723,Delivered
3974,4232,Delivered
3975,21145,Delivered
3976,21122,Delivered
3977,21464,Delivered
3978,14737,Delivered
3979,61,Delivered
3980,4046,Delivered
3981,20029,Delivered
3982,20481,Delivered
3983,12487,Delivered
3984,20630,Delivered
3985,11643,Delivered
3986,15434,Delivered
3987,19710,Delivered
3988,18482,Delivered
3989,16911,Delivered
3990,15652,Delivered
3991,19214,Delivered
3992,15642,Delivered
3993,4143,Delivered
3994,17676,Delivered
3995,3763,Delivered
3996,13509,Delivered
3997,1402,Delivered
3998,17768,Delivered
3999,10222,Delivered
4000,16747,Delivered
4001,9764,Delivered
4002,12987,Delivered
4003,18719,Delivered
4004,5035,Delivered
4005,9489,Delivered
4006,1584,Delivered
4007,17603,Delivered
4008,1944,Delivered
4009,6721,Delivered
4010,3822,Delivered
4011,18857,Delivered
4012,8141,Delivered
4013,10336,Delivered
4014,9767,Delivered
4015,6149,Delivered
4016,9477,Delivered
4017,126,Delivered
4018,4284,Delivered
4019,2072,Delivered
4020,12839,Delivered
4021,17075,Delivered
4022,12571,Delivered
4023,8799,Delivered
4024,1926,Delivered
4025,15745,Delivered
4026,8844,Delivered
4027,15110,Delivered
4028,1489,Delivered
4029,14975,Delivered
4030,17030,Delivered
4031,16153,Delivered
4032,18958,Delivered
4033,20579,Delivered
4034,19272,Delivered
4035,12099,Delivered
4036,17826,Delivered
4037,3864,Delivered
4038,20194,Delivered
4039,13602,Delivered
4040,11031,Delivered
4041,7927,Delivered
4042,9607,Delivered
4043,2398,Delivered
4044,5979,Delivered
4045,8041,Delivered
4046,9414,Delivered
4047,15939,Delivered
4048,7955,Delivered
4049,8564,Delivered
4050,14754,Delivered
4051,16471,Delivered
4052,15106,Delivered
4053,19932,Delivered
4054,4244,Delivered
4055,3871,Delivered
4056,794,Delivered
4057,10394,Delivered
4058,5323,Delivered
4059,645,Delivered
4060,7881,Delivered
4061,1753,Delivered
4062,82,Delivered
4063,1495,Delivered
4064,6501,Delivered
4065,9017,Delivered
4066,2458,Delivered
4067,7198,Delivered
4068,7909,Delivered
4069,14427,Delivered
4070,17536,Delivered
4071,8093,Delivered
4072,9855,Delivered
4073,5740,Delivered
4074,3040,Delivered
4075,4703,Delivered
4076,9362,Delivered
4077,12756,Delivered
4078,12094,Delivered
4079,21135,Delivered
4080,5067,Delivered
4081,21531,Delivered
4082,2936,Delivered
4083,4380,Delivered
4084,19877,Delivered
4085,16,Delivered
4086,13690,Delivered
4087,20154,Delivered
4088,20797,Delivered
4089,4916,Delivered
4090,11794,Delivered
4091,2516,Delivered
4092,14190,Delivered
4093,15921,Delivered
4094,19774,Delivered
4095,15227,Delivered
4096,20561,Delivered
4097,16495,Delivered
4098,2514,Delivered
4099,12266,Delivered
4100,4922,Delivered
4101,20488,Delivered
4102,6076,Delivered
4103,10113,Delivered
4104,15159,Delivered
4105,6700,Delivered
4106,7258,Delivered
4107,15990,Delivered
4108,1418,Delivered
4109,245,Delivered
4110,20777,Delivered
4111,19983,Delivered
4112,8505,Delivered
4113,19852,Delivered
4114,11216,Delivered
4115,1190,Delivered
4116,20133,Delivered
4117,4683,Delivered
4118,19796,Delivered
4119,18186,Delivered
4120,4079,Delivered
4121,15182,Delivered
4122,10397,Delivered
4123,10461,Delivered
4124,9774,Delivered
4125,5370,Delivered
4126,15719,Delivered
4127,17948,Delivered
4128,2755,Delivered
4129,20526,Delivered
4130,2780,Delivered
4131,928,Delivered
4132,8013,Delivered
4133,13430,Delivered
4134,10887,Delivered
4135,20603,Delivered
4136,11469,Delivered
4137,17191,Delivered
4138,10286,Delivered
4139,4347,Delivered
4140,12441,Delivered
4141,12290,Delivered
4142,16133,Delivered
4143,8218,Delivered
4144,15670,Delivered
4145,11243,Delivered
4146,11931,Delivered
4147,15619,Delivered
4148,4543,Delivered
4149,19432,Delivered
4150,7003,Delivered
4151,2381,Delivered
4152,11299,Delivered
4153,18712,Delivered
4154,11509,Delivered
4155,10058,Delivered
4156,19291,Delivered
4157,20497,Delivered
4158,19810,Delivered
4159,1861,Delivered
4160,7036,Delivered
4161,15089,Delivered
4162,3916,Delivered
4163,2390,Delivered
4164,4285,Delivered
4165,3814,Delivered
4166,13023,Delivered
4167,16068,Delivered
4168,2318,Delivered
4169,10149,Delivered
4170,8095,Delivered
4171,1212,Delivered
4172,11898,Delivered
4173,5336,Delivered
4174,2492,Delivered
4175,3162,Delivered
4176,4860,Delivered
4177,2565,Delivered
4178,6588,Delivered
4179,21157,Delivered
4180,21589,Delivered
4181,21010,Delivered
4182,21024,Delivered
4183,21137,Delivered
4184,21265,Delivered
4185,12378,Delivered
4186,3840,Delivered
4187,6550,Delivered
4188,19187,Delivered
4189,8379,Delivered
4190,6095,Delivered
4191,14558,Delivered
4192,8331,Delivered
4193,10191,Delivered
4194,18887,Delivered
4195,3044,Delivered
4196,2754,Delivered
4197,15769,Delivered
4198,8233,Delivered
4199,11328,Delivered
4200,8118,Delivered
4201,2104,Delivered
4202,7478,Delivered
4203,11123,Delivered
4204,10945,Delivered
4205,17840,Delivered
4206,17157,Delivered
4207,17511,Delivered
4208,13080,Delivered
4209,5083,Delivered
4210,7170,Delivered
4211,8275,Delivered
4212,18782,Delivered
4213,20165,Delivered
4214,1712,Delivered
4215,4496,Delivered
4216,19228,Delivered
4217,15469,Delivered
4218,1115,Delivered
4219,19536,Delivered
4220,20189,Delivered
4221,2683,Delivered
4222,18990,Delivered
4223,11309,Delivered
4224,12912,Delivered
4225,20301,Delivered
4226,12787,Delivered
4227,4465,Delivered
4228,19659,Delivered
4229,11548,Delivered
4230,14173,Delivered
4231,1588,Delivered
4232,17236,Delivered
4233,19125,Delivered
4234,3262,Delivered
4235,3469,Delivered
4236,20233,Delivered
4237,12319,Delivered
4238,3331,Delivered
4239,16951,Delivered
4240,15465,Delivered
4241,59,Delivered
4242,12127,Delivered
4243,14344,Delivered
4244,20354,Delivered
4245,20868,Delivered
4246,14358,Delivered
4247,7005,Delivered
4248,13380,Delivered
4249,19808,Delivered
4250,7223,Delivered
4251,3073,Delivered
4252,18167,Delivered
4253,14276,Delivered
4254,18059,Delivered
4255,13209,Delivered
4256,18841,Delivered
4257,759,Delivered
4258,8877,Delivered
4259,13621,Delivered
4260,350,Delivered
4261,6432,Delivered
4262,4685,Delivered
4263,14629,Delivered
4264,8510,Delivered
4265,7835,Delivered
4266,21258,Delivered
4267,21199,Delivered
4268,6348,Delivered
4269,7627,Delivered
4270,17681,Delivered
4271,18976,Delivered
4272,8697,Delivered
4273,14498,Delivered
4274,17139,Delivered
4275,17185,Delivered
4276,5727,Delivered
4277,1228,Delivered
4278,10905,Delivered
4279,2079,Delivered
4280,13731,Delivered
4281,8131,Delivered
4282,18390,Delivered
4283,5564,Delivered
4284,13208,Delivered
4285,13688,Delivered
4286,12351,Delivered
4287,19946,Delivered
4288,15765,Delivered
4289,15971,Delivered
4290,17923,Delivered
4291,6646,Delivered
4292,11294,Delivered
4293,9609,Delivered
4294,19057,Delivered
4295,6941,Delivered
4296,9246,Delivered
4297,8975,Delivered
4298,18464,Delivered
4299,6105,Delivered
4300,16990,Delivered
4301,18848,Delivered
4302,14336,Delivered
4303,17041,Delivered
4304,10906,Delivered
4305,5965,Delivered
4306,12355,Delivered
4307,19202,Delivered
4308,19083,Delivered
4309,11136,Delivered
4310,18508,Delivered
4311,16285,Delivered
4312,4214,Delivered
4313,8356,Delivered
4314,6223,Delivered
4315,20365,Delivered
4316,1559,Delivered
4317,10799,Delivered
4318,6768,Delivered
4319,17673,Delivered
4320,4178,Delivered
4321,8169,Delivered
4322,3807,Delivered
4323,6360,Delivered
4324,4552,Delivered
4325,15204,Delivered
4326,14108,Delivered
4327,20170,Delivered
4328,17205,Delivered
4329,8923,Delivered
4330,7038,Delivered
4331,19123,Delivered
4332,107,Delivered
4333,8472,Delivered
4334,4706,Delivered
4335,2459,Delivered
4336,18650,Delivered
4337,7356,Delivered
4338,9368,Delivered
4339,7319,Delivered
4340,19137,Delivered
4341,288,Delivered
4342,6114,Delivered
4343,15541,Delivered
4344,3368,Delivered
4345,10140,Delivered
4346,14585,Delivered
4347,6112,Delivered
4348,9376,Delivered
4349,4926,Delivered
4350,7326,Delivered
4351,4418,Delivered
4352,9455,Delivered
4353,19891,Delivered
4354,7479,Delivered
4355,20991,Delivered
4356,21447,Delivered
4357,8643,Delivered
4358,12380,Delivered
4359,4864,Delivered
4360,21278,Delivered
4361,1768,Delivered
4362,8886,Delivered
4363,2429,Delivered
4364,8056,Delivered
4365,18761,Delivered
4366,18263,Delivered
4367,9584,Delivered
4368,13869,Delivered
4369,10041,Delivered
4370,668,Delivered
4371,17193,Delivered
4372,8830,Delivered
4373,19263,Delivered
4374,13352,Delivered
4375,6592,Delivered
4376,3269,Delivered
4377,13572,Delivered
4378,15903,Delivered
4379,6094,Delivered
4380,18808,Delivered
4381,1145,Delivered
4382,12559,Delivered
4383,17491,Delivered
4384,7810,Delivered
4385,4045,Delivered
4386,10504,Delivered
4387,14180,Delivered
4388,7441,Delivered
4389,1158,Delivered
4390,10493,Delivered
4391,10614,Delivered
4392,8034,Delivered
4393,10886,Delivered
4394,7616,Delivered
4395,2274,Delivered
4396,15684,Delivered
4397,3024,Delivered
4398,3528,Delivered
4399,17629,Delivered
4400,5587,Delivered
4401,16137,Delivered
4402,19944,Delivered
4403,7471,Delivered
4404,10471,Delivered
4405,11829,Delivered
4406,13981,Delivered
4407,3967,Delivered
4408,2854,Delivered
4409,3989,Delivered
4410,3353,Delivered
4411,10172,Delivered
4412,9095,Delivered
4413,4520,Delivered
4414,7843,Delivered
4415,19716,Delivered
4416,6025,Delivered
4417,3771,Delivered
4418,18771,Delivered
4419,18190,Delivered
4420,4939,Delivered
4421,19604,Delivered
4422,15293,Delivered
4423,6641,Delivered
4424,1720,Delivered
4425,17138,Delivered
4426,5117,Delivered
4427,2714,Delivered
4428,10137,Delivered
4429,5638,Delivered
4430,15587,Delivered
4431,1960,Delivered
4432,19725,Delivered
4433,2226,Delivered
4434,9804,Delivered
4435,3195,Delivered
4436,17745,Delivered
4437,9162,Delivered
4438,21588,Delivered
4439,21372,Delivered
4440,21593,Delivered
4441,21398,Delivered
4442,21377,Delivered
4443,1090,Delivered
4444,4282,Delivered
4445,4877,Delivered
4446,9815,Delivered
4447,1580,Delivered
4448,14279,Delivered
4449,1249,Delivered
4450,8447,Delivered
4451,1357,Delivered
4452,2668,Delivered
4453,602,Delivered
4454,687,Delivered
4455,3553,Delivered
4456,6227,Delivered
4457,2586,Delivered
4458,16461,Delivered
4459,17211,Delivered
4460,10283,Delivered
4461,15191,Delivered
4462,3913,Delivered
4463,15291,Delivered
4464,6030,Delivered
4465,340,Delivered
4466,764,Delivered
4467,14071,Delivered
4468,13763,Delivered
4469,1582,Delivered
4470,7943,Delivered
4471,10663,Delivered
4472,16794,Delivered
4473,9361,Delivered
4474,13409,Delivered
4475,12337,Delivered
4476,13372,Delivered
4477,19671,Delivered
4478,6023,Delivered
4479,3532,Delivered
4480,17581,Delivered
4481,2910,Delivered
4482,3370,Delivered
4483,15138,Delivered
4484,11785,Delivered
4485,2407,Delivered
4486,7016,Delivered
4487,7014,Delivered
4488,5243,Delivered
4489,482,Delivered
4490,6664,Delivered
4491,776,Delivered
4492,19490,Delivered
4493,1270,Delivered
4494,7207,Delivered
4495,6509,Delivered
4496,13800,Delivered
4497,13550,Delivered
4498,17077,Delivered
4499,16487,Delivered
4500,15439,Delivered
4501,20596,Delivered
4502,19064,Delivered
4503,17231,Delivered
4504,3384,Delivered
4505,8896,Delivered
4506,10596,Delivered
4507,2633,Delivered
4508,11387,Delivered
4509,19822,Delivered
4510,14406,Delivered
4511,12079,Delivered
4512,9211,Delivered
4513,10368,Delivered
4514,19931,Delivered
4515,5681,Delivered
4516,11762,Delivered
4517,6466,Delivered
4518,6778,Delivered
4519,2732,Delivered
4520,5933,Delivered
4521,15555,Delivered
4522,6943,Delivered
4523,6002,Delivered
4524,4576,Delivered
4525,10033,Delivered
4526,1310,Delivered
4527,2116,Delivered
4528,17336,Delivered
4529,10063,Delivered
4530,15852,Delivered
4531,973,Delivered
4532,21102,Delivered
4533,21304,Delivered
4534,20997,Delivered
4535,21113,Delivered
4536,21547,Delivered
4537,4196,Delivered
4538,14795,Delivered
4539,5382,Delivered
4540,15359,Delivered
4541,14613,Delivered
4542,11385,Delivered
4543,6799,Delivered
4544,10553,Delivered
4545,3025,Delivered
4546,19532,Delivered
4547,14120,Delivered
4548,16633,Delivered
4549,9816,Delivered
4550,14696,Delivered
4551,12516,Delivered
4552,14174,Delivered
4553,10779,Delivered
4554,1462,Delivered
4555,17728,Delivered
4556,9587,Delivered
4557,12917,Delivered
4558,438,Delivered
4559,111,Delivered
4560,905,Delivered
4561,3693,Delivered
4562,11766,Delivered
4563,3729,Delivered
4564,7149,Delivered
4565,15433,Delivered
4566,13836,Delivered
4567,10673,Delivered
4568,14746,Delivered
4569,18326,Delivered
4570,13134,Delivered
4571,13534,Delivered
4572,19732,Delivered
4573,4259,Delivered
4574,10156,Delivered
4575,4406,Delivered
4576,7935,Delivered
4577,18331,Delivered
4578,10372,Delivered
4579,20925,Delivered
4580,11477,Delivered
4581,20427,Delivered
4582,2712,Delivered
4583,19582,Delivered
4584,7878,Delivered
4585,10180,Delivered
4586,2503,Delivered
4587,1510,Delivered
4588,13141,Delivered
4589,13468,Delivered
4590,15432,Delivered
4591,19120,Delivered
4592,16143,Delivered
4593,16321,Delivered
4594,14682,Delivered
4595,13973,Delivered
4596,20706,Delivered
4597,10903,Delivered
4598,20914,Delivered
4599,17175,Delivered
4600,16425,Delivered
4601,19074,Delivered
4602,7287,Delivered
4603,19966,Delivered
4604,7917,Delivered
4605,380,Delivered
4606,17904,Delivered
4607,6853,Delivered
4608,6341,Delivered
4609,3599,Delivered
4610,8033,Delivered
4611,7448,Delivered
4612,3574,Delivered
4613,4200,Delivered
4614,6896,Delivered
4615,16252,Delivered
4616,3113,Delivered
4617,3533,Delivered
4618,2702,Delivered
4619,3523,Delivered
4620,5216,Delivered
4621,10984,Delivered
4622,775,Delivered
4623,2704,Delivered
4624,19487,Delivered
4625,4323,Delivered
4626,21367,Delivered
4627,21406,Delivered
4628,16774,Delivered
4629,17994,Delivered
4630,19896,Delivered
4631,16337,Delivered
4632,9512,Delivered
4633,10057,Delivered
4634,7851,Delivered
4635,18856,Delivered
4636,13000,Delivered
4637,11567,Delivered
4638,18710,Delivered
4639,20846,Delivered
4640,2262,Delivered
4641,13914,Delivered
4642,9983,Delivered
4643,13959,Delivered
4644,11687,Delivered
4645,18598,Delivered
4646,20127,Delivered
4647,20172,Delivered
4648,7784,Delivered
4649,20774,Delivered
4650,5513,Delivered
4651,7281,Delivered
4652,6877,Delivered
4653,590,Delivered
4654,11178,Delivered
4655,6564,Delivered
4656,6448,Delivered
4657,8983,Delivered
4658,7530,Delivered
4659,3270,Delivered
4660,810,Delivered
4661,3298,Delivered
4662,1470,Delivered
4663,3934,Delivered
4664,971,Delivered
4665,18507,Delivered
4666,19768,Delivered
4667,16176,Delivered
4668,19888,Delivered
4669,20159,Delivered
4670,18099,Delivered
4671,9585,Delivered
4672,8767,Delivered
4673,1405,Delivered
4674,9077,Delivered
4675,4177,Delivered
4676,20702,Delivered
4677,18578,Delivered
4678,18418,Delivered
4679,6915,Delivered
4680,11169,Delivered
4681,16141,Delivered
4682,7646,Delivered
4683,15289,Delivered
4684,13052,Delivered
4685,7252,Delivered
4686,14262,Delivered
4687,20700,Delivered
4688,3560,Delivered
4689,16955,Delivered
4690,20617,Delivered
4691,20772,Delivered
4692,18154,Delivered
4693,3799,Delivered
4694,15568,Delivered
4695,15421,Delivered
4696,12907,Delivered
4697,15056,Delivered
4698,12986,Delivered
4699,19122,Delivered
4700,8182,Delivered
4701,920,Delivered
4702,9635,Delivered
4703,15501,Delivered
4704,1175,Delivered
4705,13439,Delivered
4706,7192,Delivered
4707,2651,Delivered
4708,7275,Delivered
4709,13631,Delivered
4710,5942,Delivered
4711,19677,Delivered
4712,5244,Delivered
4713,19695,Delivered
4714,7231,Delivered
4715,3931,Delivered
4716,18493,Delivered
4717,6102,Delivered
4718,21540,Delivered
4719,21256,Delivered
4720,6639,Delivered
4721,4068,Delivered
4722,4176,Delivered
4723,133,Delivered
4724,14385,Delivered
4725,19519,Delivered
4726,18355,Delivered
4727,8457,Delivered
4728,16453,Delivered
4729,1096,Delivered
4730,10706,Delivered
4731,20884,Delivered
4732,6092,Delivered
4733,17232,Delivered
4734,12748,Delivered
4735,8637,Delivered
4736,15905,Delivered
4737,10531,Delivered
4738,1421,Delivered
4739,14992,Delivered
4740,642,Delivered
4741,7640,Delivered
4742,13123,Delivered
4743,7823,Delivered
4744,1498,Delivered
4745,8419,Delivered
4746,7481,Delivered
4747,12740,Delivered
4748,3272,Delivered
4749,4988,Delivered
4750,994,Delivered
4751,17577,Delivered
4752,7874,Delivered
4753,11899,Delivered
4754,11312,Delivered
4755,18898,Delivered
4756,4974,Delivered
4757,4611,Delivered
4758,9871,Delivered
4759,16723,Delivered
4760,18473,Delivered
4761,20548,Delivered
4762,727,Delivered
4763,11806,Delivered
4764,9813,Delivered
4765,13289,Delivered
4766,13865,Delivered
4767,17911,Delivered
4768,7487,Delivered
4769,18262,Delivered
4770,16251,Delivered
4771,14532,Delivered
4772,139,Delivered
4773,2447,Delivered
4774,2074,Delivered
4775,18884,Delivered
4776,9533,Delivered
4777,17295,Delivered
4778,6063,Delivered
4779,329,Delivered
4780,16917,Delivered
4781,4161,Delivered
4782,10419,Delivered
4783,13172,Delivered
4784,14778,Delivered
4785,13535,Delivered
4786,11825,Delivered
4787,3398,Delivered
4788,9800,Delivered
4789,4363,Delivered
4790,1888,Delivered
4791,4790,Delivered
4792,3176,Delivered
4793,4972,Delivered
4794,41,Delivered
4795,15549,Delivered
4796,18867,Delivered
4797,4388,Delivered
4798,4614,Delivered
4799,3202,Delivered
4800,9313,Delivered
4801,6978,Delivered
4802,11900,Delivered
4803,9146,Delivered
4804,21152,Delivered
4805,21230,Delivered
4806,21489,Delivered
4807,21490,Delivered
4808,21296,Delivered
4809,219,Delivered
4810,16534,Delivered
4811,2338,Delivered
4812,14835,Delivered
4813,7159,Delivered
4814,3339,Delivered
4815,4719,Delivered
4816,6080,Delivered
4817,20718,Delivered
4818,15410,Delivered
4819,8181,Delivered
4820,19265,Delivered
4821,20374,Delivered
4822,4053,Delivered
4823,17103,Delivered
4824,13704,Delivered
4825,708,Delivered
4826,20559,Delivered
4827,19298,Delivered
4828,16785,Delivered
4829,10421,Delivered
4830,1391,Delivered
4831,4066,Delivered
4832,19127,Delivered
4833,2495,Delivered
4834,679,Delivered
4835,13742,Delivered
4836,4595,Delivered
4837,2553,Delivered
4838,18874,Delivered
4839,8776,Delivered
4840,14454,Delivered
4841,19922,Delivered
4842,10587,Delivered
4843,14194,Delivered
4844,20385,Delivered
4845,6824,Delivered
4846,15239,Delivered
4847,1786,Delivered
4848,3557,Delivered
4849,10079,Delivered
4850,15970,Delivered
4851,3896,Delivered
4852,5771,Delivered
4853,7978,Delivered
4854,14645,Delivered
4855,15334,Delivered
4856,5194,Delivered
4857,16332,Delivered
4858,11747,Delivered
4859,8832,Delivered
4860,11596,Delivered
4861,18894,Delivered
4862,19014,Delivered
4863,20391,Delivered
4864,13686,Delivered
4865,19058,Delivered
4866,20166,Delivered
4867,12863,Delivered
4868,19062,Delivered
4869,4490,Delivered
4870,16319,Delivered
4871,16237,Delivered
4872,14030,Delivered
4873,5191,Delivered
4874,2380,Delivered
4875,2592,Delivered
4876,4529,Delivered
4877,18583,Delivered
4878,3180,Delivered
4879,12028,Delivered
4880,181,Delivered
4881,9485,Delivered
4882,13863,Delivered
4883,1409,Delivered
4884,11212,Delivered
4885,4243,Delivered
4886,8315,Delivered
4887,21124,Delivered
4888,21078,Delivered
4889,21103,Delivered
4890,21520,Delivered
4891,20964,Delivered
4892,1981,Delivered
4893,20971,Delivered
4894,4492,Delivered
4895,8612,Delivered
4896,4807,Delivered
4897,5132,Delivered
4898,6863,Delivered
4899,5232,Delivered
4900,3411,Delivered
4901,10309,Delivered
4902,292,Delivered
4903,20249,Delivered
4904,15036,Delivered
4905,13691,Delivered
4906,3678,Delivered
4907,9541,Delivered
4908,2807,Delivered
4909,15443,Delivered
4910,3212,Delivered
4911,3615,Delivered
4912,20219,Delivered
4913,3268,Delivered
4914,1561,Delivered
4915,10679,Delivered
4916,19562,Delivered
4917,14614,Delivered
4918,13420,Delivered
4919,17037,Delivered
4920,13046,Delivered
4921,12140,Delivered
4922,18669,Delivered
4923,20762,Delivered
4924,19746,Delivered
4925,16127,Delivered
4926,12375,Delivered
4927,5050,Delivered
4928,20728,Delivered
4929,19742,Delivered
4930,10406,Delivered
4931,10089,Delivered
4932,7160,Delivered
4933,1817,Delivered
4934,5872,Delivered
4935,5648,Delivered
4936,18298,Delivered
4937,5542,Delivered
4938,4768,Delivered
4939,11101,Delivered
4940,8207,Delivered
4941,13978,Delivered
4942,4647,Delivered
4943,19679,Delivered
4944,20129,Delivered
4945,7111,Delivered
4946,12470,Delivered
4947,12803,Delivered
4948,4454,Delivered
4949,20160,Delivered
4950,2259,Delivered
4951,13400,Delivered
4952,9934,Delivered
4953,7263,Delivered
4954,2141,Delivered
4955,1256,Delivered
4956,10282,Delivered
4957,3700,Delivered
4958,12230,Delivered
4959,3394,Delivered
4960,7225,Delivered
4961,2838,Delivered
4962,4236,Delivered
4963,21606,Delivered
4964,20985,Delivered
4965,8069,Delivered
4966,11044,Delivered
4967,3136,Delivered
4968,16982,Delivered
4969,18083,Delivered
4970,9010,Delivered
4971,8565,Delivered
4972,9490,Delivered
4973,20764,Delivered
4974,16481,Delivered
4975,20840,Delivered
4976,18974,Delivered
4977,1233,Delivered
4978,12207,Delivered
4979,20324,Delivered
4980,20732,Delivered
4981,12706,Delivered
4982,3068,Delivered
4983,6372,Delivered
4984,10707,Delivered
4985,14112,Delivered
4986,8834,Delivered
4987,12,Delivered
4988,14287,Delivered
4989,9807,Delivered
4990,1180,Delivered
4991,2221,Delivered
4992,1728,Delivered
4993,19184,Delivered
4994,6439,Delivered
4995,4309,Delivered
4996,2369,Delivered
4997,8673,Delivered
4998,13457,Delivered
4999,11542,Delivered
5000,3266,Delivered
5001,11105,Delivered
5002,14658,Delivered
5003,5851,Delivered
5004,19392,Delivered
5005,12794,Delivered
5006,19719,Delivered
5007,20024,Delivered
5008,15098,Delivered
5009,18362,Delivered
5010,2286,Delivered
5011,10810,Delivered
5012,4562,Delivered
5013,5222,Delivered
5014,14499,Delivered
5015,14191,Delivered
5016,11028,Delivered
5017,4673,Delivered
5018,6273,Delivered
5019,17465,Delivered
5020,13482,Delivered
5021,14983,Delivered
5022,1377,Delivered
5023,9109,Delivered
5024,6737,Delivered
5025,5598,Delivered
5026,16635,Delivered
5027,6582,Delivered
5028,1298,Delivered
5029,11708,Delivered
5030,11845,Delivered
5031,6810,Delivered
5032,4400,Delivered
5033,13027,Delivered
5034,9336,Delivered
5035,4793,Delivered
5036,826,Delivered
5037,6642,Delivered
5038,3873,Delivered
5039,2941,Delivered
5040,9539,Delivered
5041,14745,Delivered
5042,2672,Delivered
5043,8097,Delivered
5044,3238,Delivered
5045,5789,Delivered
5046,16820,Delivered
5047,19131,Delivered
5048,11270,Delivered
5049,3284,Delivered
5050,20967,Delivered
5051,20976,Delivered
5052,896,Delivered
5053,5606,Delivered
5054,9113,Delivered
5055,12200,Delivered
5056,1621,Delivered
5057,15212,Delivered
5058,6266,Delivered
5059,15964,Delivered
5060,19804,Delivered
5061,4124,Delivered
5062,18944,Delivered
5063,6779,Delivered
5064,13906,Delivered
5065,5614,Delivered
5066,2199,Delivered
5067,1083,Delivered
5068,17864,Delivered
5069,16215,Delivered
5070,18292,Delivered
5071,11239,Delivered
5072,12540,Delivered
5073,13633,Delivered
5074,14195,Delivered
5075,9933,Delivered
5076,3051,Delivered
5077,11345,Delivered
5078,18054,Delivered
5079,5074,Delivered
5080,15055,Delivered
5081,9911,Delivered
5082,19640,Delivered
5083,15889,Delivered
5084,16875,Delivered
5085,11253,Delivered
5086,9540,Delivered
5087,13608,Delivered
5088,15260,Delivered
5089,12709,Delivered
5090,2638,Delivered
5091,16194,Delivered
5092,7976,Delivered
5093,3225,Delivered
5094,13868,Delivered
5095,10115,Delivered
5096,18434,Delivered
5097,19963,Delivered
5098,17060,Delivered
5099,13934,Delivered
5100,13042,Delivered
5101,13284,Delivered
5102,12543,Delivered
5103,13469,Delivered
5104,20731,Delivered
5105,8716,Delivered
5106,3279,Delivered
5107,19157,Delivered
5108,10807,Delivered
5109,13634,Delivered
5110,14656,Delivered
5111,13560,Delivered
5112,16954,Delivered
5113,9794,Delivered
5114,6236,Delivered
5115,6058,Delivered
5116,16662,Delivered
5117,3100,Delivered
5118,6902,Delivered
5119,5548,Delivered
5120,14147,Delivered
